,name,summary,image,origin,publication_types,founded,parent_comp,hq,website,AuthorConnections,BookConnections,id
307,Open University Press,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/McGraw-Hill_Education_wordmark.svg/220px-McGraw-Hill_Education_wordmark.svg.png,United States,Adaptive learning,1888,Unkown,New York City,www.mheducation.com,,,307
308,OR Books,"Matthias Media is an Australian evangelical Christian publisher.[1] The business was founded in 1988,[2] and grew out of the ministry of Phillip Jensen[3] and editor Tony Payne at St Matthias, Centennial Park, Sydney under the name St Matthias Press and Tapes.[4][2][5] Many resources now published by Matthias Media were developed as part of the ministry of Campus Bible Study at the University of New South Wales. Since then the company has grown under the banner ""Resources for growing Christians"" and is now incorporated as a non-profit company under the name Matthias Media. By 2001 it was the largest evangelical publisher in Australia with over 100 books published.[6]
",https://upload.wikimedia.org/wikipedia/commons/d/df/OR_Books_logo_%28transparent%29.png,United States,Books,2009,Unkown,"New York City, New York",www.orbooks.com,,,308
309,Orchard Books,"McClelland & Stewart Limited is a Canadian publishing company. It is owned by Penguin Random House of Canada, a branch of Penguin Random House, the international book publishing division of German media giant Bertelsmann.
",https://upload.wikimedia.org/wikipedia/en/4/45/Groiler_Logo.gif,United States,Books,1909,Scholastic,Danbury,go.scholastic.com,,,309
310,O'Reilly Media,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/O%27Reilly_Logo_%282019%29.svg/220px-O%27Reilly_Logo_%282019%29.svg.png,United States,books,1978; 43 years ago (1978),Unkown,"Sebastopol, California",www.oreilly.com,,,310
311,Orion Books,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/OrionLogo.png/220px-OrionLogo.png,United Kingdom,Books,1991; 30 years ago (1991),Hachette Livre,London,www.orionbooks.co.uk,,,311
312,Orion Publishing Group,"Medknow Publications also known as Wolters Kluwer Medknow or simply Medknow, is a publisher of academic journals on behalf of learned societies and associations. Previously an independent Indian publisher, Medknow is now part of within Wolters Kluwer's Health Division, and is part of Wolters Kluwer India.
",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/OrionLogo.png/220px-OrionLogo.png,United Kingdom,Books,1991; 30 years ago (1991),Hachette Livre,London,www.orionbooks.co.uk,,,312
313,Osprey Publishing,,-1,United Kingdom,Books,[1],Bloomsbury Publishing,Oxford,www.ospreypublishing.com,,,313
314,Other Press,"
",-1,United States,Books,1998,Unkown,New York City,www.otherpress.com,"26,27",92,314
315,The Overlook Press,"Mercier Press is a publisher based in Cork, Ireland. It is the longest established independent Irish publishing house.[3]
",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Logo_the_overlook_press.jpg/220px-Logo_the_overlook_press.jpg,United States,Books,1971 (50 years ago) (1971),Abrams Books,"New York, New York",overlookpress.com,,,315
316,Oxford University Press,"Methuen Publishing Ltd[needs  IPA] is an English publishing house. It was founded in 1889 by Sir Algernon Methuen (1856–1924) and began publishing in London in 1892. Initially Methuen mainly published non-fiction academic works, eventually diversifying to encourage female authors and later translated works.[1] E. V. Lucas headed the firm from 1924 to 1938.
",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Oxford_University_Press_logo.svg/220px-Oxford_University_Press_logo.svg.png,United Kingdom,journals,1586; 435 years ago (1586),University of Oxford,Oxford,global.oup.com,,,316
317,Packt,"Michael Joseph (26 September 1897 – 15 March 1958) was a British publisher and writer.
",https://upload.wikimedia.org/wikipedia/commons/b/bc/Packt_Logo.png,United Kingdom,Books,2003,Unkown,Birmingham,www.packtpub.com,,,317
318,Palgrave Macmillan,"Michael O'Mara Books is a small, family-run, privately owned publishing house in   the United Kingdom. Established in London in 1985, by an American expatriate, Michael O'Mara, a native of Philadelphia, Pennsylvania, and his British wife, Lesley, the company focuses on biographies and autobiographies. Its imprint Buster Books publishes children's books.
",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Palgrave_Macmillan_Logo.svg/220px-Palgrave_Macmillan_Logo.svg.png,United Kingdom,Books,2000,Springer Nature,London,www.palgrave.com,117,431,318
319,Pan Books,"Michigan State University Press is the scholarly publishing arm of Michigan State University.[2] Scholarly publishing at the university significantly predates the establishment of its press in 1947. By the 1890s the institution’s Experiment Stations began issuing a broad range of influential publications in the natural sciences (including a beautifully illustrated Birds of Michigan in 1892) and as early as 1876, professor A.J. Cook commissioned a Lansing printer to issue his popular Manual of the Apiary, which ran through numerous editions and remained in print for nearly half a century.
",-1,United Kingdom,Books,1944,Macmillan Publishers,Clerkenwell,www.panmacmillan.com,,,319
320,Pan Macmillan,"Microsoft Press is the publishing arm of Microsoft, usually releasing books dealing with various current Microsoft technologies. Microsoft Press' first introduced books were The Apple Macintosh Book by Cary Lu and Exploring the IBM PCjr Home Computer by Peter Norton in 1984 at the West Coast Computer Faire.[1] The publisher has gone on to release books by other recognizable authors such as Charles Petzold, Steve McConnell, Mark Russinovich and Jeffrey Richter.
",-1,United Kingdom,Books,1944,Macmillan Publishers,Clerkenwell,www.panmacmillan.com,,,320
321,Pantheon Books,"
",https://upload.wikimedia.org/wikipedia/en/d/de/Pantheon_logo.jpg,United States,Books,1942; 79 years ago (1942),Random House,New York City,pantheon.knopfdoubleday.com,,,321
322,Papadakis Publisher,"
",https://upload.wikimedia.org/wikipedia/commons/f/fb/Papadakis-logo.jpg,United Kingdom,Books,1997,Unkown,"Winterbourne, Berkshire",www.papadakis.net,,,322
323,Parachute Publishing,"Miles Kelly Publishing is an independent children's publishing company founded by Jim Miles and Gerard Kelly in 1996. It is based in the village of Bardfield End Green near Thaxted in Essex, UK, after moving from its base of 13 years in Great Bardfield in 2010. Its books are available throughout the world in over 50 languages. Miles Kelly's publishing list is aimed at children between the ages of 7 and 12 years.
",-1,Unknown,Unknown,1983,Unkown,Unknown,Not available,,,323
324,Parragon,"
",-1,United Kingdom,Books,1988,Cottage Door Press,Bath,www.parragon.com,,,324
325,Paulist Press,"Minerva Press was a publishing house, noted for creating a lucrative market in sentimental and Gothic fiction in the late 18th century and early 19th century. It was established by William Lane (c. 1745–1814) at No 33 Leadenhall Street, London, when he moved his circulating library there in about 1790.[1]
",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Paulist-logo-wordmark.png/220px-Paulist-logo-wordmark.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,325
326,Pen and Sword Books,"The MIT Press is a university press affiliated with the Massachusetts Institute of Technology (MIT) in Cambridge, Massachusetts (United States).
",https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Penandsword.gif/260px-Penandsword.gif,United Kingdom,"Books, magazines",1990; 31 years ago (1990),Barnsley Chronicle,Barnsley,www.Pen-and-Sword.co.uk,,,326
327,Penguin Random House,"The Modern Library is an American book publishing imprint and formerly the parent company of Random House. Founded in 1917 by Albert Boni and Horace Liveright as an imprint of their publishing company Boni & Liveright, Modern Library became an independent publishing company in 1925 when Boni & Liveright sold it to Bennett Cerf and Donald Klopfer. Random House began in 1927 as a subsidiary of the Modern Library and eventually overtook its parent company, with Modern Library becoming an imprint of Random House.[1]
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Penguin_Random_House.svg/220px-Penguin_Random_House.svg.png,Unknown,Unknown,2013; 8 years ago (2013),Unkown,Unknown,Not available,,,327
328,Penn State University Press,"Morgan James Publishing is an American independent book publisher and distributor,[1] specializing in non-fiction, fiction, faith and kids categories.[2]
",https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Penn_State_University_Press_logo_%282016-present%29.png/220px-Penn_State_University_Press_logo_%282016-present%29.png,United States,Books,1956,Unkown,"University Park, Pennsylvania",www.psupress.org,,,328
329,Persephone Books,"Mother Tongue Publishing is a small independent Canadian publishing company located on the West Coast of British Columbia. Mother Tongue publishes bold and beautiful books of B.C. fiction, poetry, creative non-fiction and the series, The Unheralded Artists of BC, dedicated to recognizing forgotten 20th century B.C. artists (1900s-1960s) and opening a door to their artistic and historic significance.
",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Persephone_Books_logo.jpg/350px-Persephone_Books_logo.jpg,United Kingdom,Largely-neglected fiction and non-fiction by women writers,1999,Unkown,Bath,www.persephonebooks.co.uk,,,329
330,Peter Lang,"
",https://upload.wikimedia.org/wikipedia/en/d/d0/PeterLang_Logo_EN_blue.png,Switzerland,Books,Frankfurt am Main,Unkown,Pieterlen,www.peterlang.com,,,330
331,Peter Owen Publishers,"Myriad Editions is an independent UK publishing house based in Brighton and Hove, specialising in topical atlases, graphic non-fiction and original fiction, whose output also encompasses graphic novels that span a variety of genres, including memoir and life writing, as well political non-fiction. The company was set up in 1993 by Anne Benewick, together with Judith Mackay, as a packager of infographic atlases.[1]
",-1,United Kingdom,Books,1951,Unkown,London,www.peterowen.com,,,331
332,Phaidon Press,"Naiad Press was one of the first publishing companies dedicated to lesbian literature. At its closing it was the oldest and largest lesbian/feminist publisher in the world.
",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Phaidon_Press_logo.jpg/220px-Phaidon_Press_logo.jpg,Austria,Unknown,1923,Unkown,London,www.phaidon.com,,,332
333,Philosophy Documentation Center,"Nauka (Russian: Наука, lit. trans.: Science) is a Russian publisher of academic books and journals. Established in the USSR in 1923, it was called the USSR Academy of Sciences Publishing House until 1963. Until 1934 the publisher was based in Leningrad, then moved to Moscow. Its logo depicts an open book with Sputnik 1 above it.
",https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Philosophy_Documentation_Center_%28logo%29.jpg/220px-Philosophy_Documentation_Center_%28logo%29.jpg,Unknown,Unknown,Bowling Green State University,Unkown,Unknown,Not available,,,333
334,Philtrum Press,"The Navigators is a worldwide Christian para-church organization headquartered in Colorado Springs, Colorado. Its purpose is the discipling (training) of Christians with a particular emphasis on enabling them to share their faith with others. The organization's calling statement is ""to advance the Gospel of Jesus and His Kingdom into the nations through spiritual generations of laborers living and discipling among the lost.""[1]
",-1,United States,Books,Unknown,Unkown,"Bangor, Maine",Not available,,,334
335,Picador,"The New American Library (also known as NAL) is an American publisher based in New York, founded in 1948.  Its initial focus was affordable paperback reprints of classics and scholarly works as well as popular and pulp fiction, but it now publishes trade and hardcover titles. It is currently an imprint of Penguin Random House; it was announced in 2015 that the imprint would publish only nonfiction titles.
",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Picador_logo.jpg/220px-Picador_logo.jpg,United Kingdom,Books,1972; 49 years ago (1972),Macmillan Publishers,London,www.picador.com,,,335
